Incident Number,Date of Incident,Application,Severity,Owner,Caused by Change,Incident Description,Timeline
INC2850079,09 Jun 2024,UF1-UK-CLIENT-MONOREPO,3 - Medium,"Doe, Jane",CHG2130434,"{'summary': 'Change CHG2130434 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '78 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850080,07 Feb 2024,UFS-UK PI SECURE SITE,4 - Low,"Smith, John",CHG2130345,"{'summary': 'Change CHG2130345 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '102 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850081,16 May 2024,UF1-UK-CLIENT-MONOREPO,3 - Medium,"Doe, Jane",CHG2130321,"{'summary': 'Change CHG2130321 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '148 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850082,25 Sep 2024,UFS-UK PI SECURE SITE,1 - Critical,"Smith, John",CHG2130586,"{'summary': 'Change CHG2130586 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '114 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850083,11 Feb 2024,TUG-GATEWAY-API-SERVER,2 - High,"Doe, Jane",CHG2130839,"{'summary': 'Change CHG2130839 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '191 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850084,11 Jan 2024,UFS-UK PI SECURE SITE,2 - High,"Doe, Jane",CHG2130745,"{'summary': 'Change CHG2130745 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '125 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850085,12 Feb 2024,UFS-UK PI SECURE SITE,2 - High,"Smith, John",CHG2130996,"{'summary': 'Change CHG2130996 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '154 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850086,15 Mar 2024,TUG-GATEWAY-API-SERVER,4 - Low,"Doe, Jane",CHG2130348,"{'summary': 'Change CHG2130348 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '92 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850087,12 Jun 2024,UFS-UK PI SECURE SITE,4 - Low,"Brown, Alice",CHG2130161,"{'summary': 'Change CHG2130161 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '82 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850088,13 Jun 2024,UFS-UK PI SECURE SITE,4 - Low,"Doe, Jane",CHG2130166,"{'summary': 'Change CHG2130166 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '147 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850089,01 Nov 2024,TUG-GATEWAY-API-SERVER,4 - Low,"Brown, Alice",CHG2130754,"{'summary': 'Change CHG2130754 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '123 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850090,17 Dec 2024,UF1-UK-CLIENT-MONOREPO,2 - High,"Brown, Alice",CHG2130910,"{'summary': 'Change CHG2130910 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '118 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850091,22 May 2024,UFS-UK PI SECURE SITE,1 - Critical,"Brown, Alice",CHG2130941,"{'summary': 'Change CHG2130941 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '147 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850092,12 Sep 2024,UFS-UK PI SECURE SITE,1 - Critical,"Brown, Alice",CHG2130887,"{'summary': 'Change CHG2130887 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '64 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850093,18 Feb 2024,TUG-GATEWAY-API-SERVER,2 - High,"Brown, Alice",CHG2130400,"{'summary': 'Change CHG2130400 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '95 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850094,29 Oct 2024,TUG-GATEWAY-API-SERVER,1 - Critical,"Doe, Jane",CHG2130517,"{'summary': 'Change CHG2130517 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '65 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850095,15 Apr 2024,TUG-GATEWAY-API-SERVER,3 - Medium,"Doe, Jane",CHG2130790,"{'summary': 'Change CHG2130790 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '93 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850096,28 Sep 2024,UFS-UK PI SECURE SITE,2 - High,"Smith, John",CHG2130908,"{'summary': 'Change CHG2130908 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '154 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850097,08 Oct 2024,TUG-GATEWAY-API-SERVER,1 - Critical,"Doe, Jane",CHG2130622,"{'summary': 'Change CHG2130622 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '150 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850098,18 Apr 2024,TUG-GATEWAY-API-SERVER,2 - High,"Doe, Jane",CHG2130362,"{'summary': 'Change CHG2130362 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '95 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850099,16 May 2024,UF1-UK-CLIENT-MONOREPO,1 - Critical,"Smith, John",CHG2130045,"{'summary': 'Change CHG2130045 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '96 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850100,18 Jun 2024,UFS-UK PI SECURE SITE,2 - High,"Doe, Jane",CHG2130192,"{'summary': 'Change CHG2130192 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '185 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
Incident Number,Date of Incident,Application,Severity,Owner,Caused by Change,Incident Description,Timeline
INC2850001,29 Aug 2024,UF1-UK-CLIENT-MONOREPO,1 - Critical,"Smith, John",CHG2130128,"{'summary': 'Change CHG2130128 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '138 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850002,04 Jan 2024,UF1-UK-CLIENT-MONOREPO,4 - Low,"Smith, John",CHG2130477,"{'summary': 'Change CHG2130477 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '151 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850003,30 Jun 2024,UF1-UK-CLIENT-MONOREPO,3 - Medium,"Brown, Alice",CHG2130946,"{'summary': 'Change CHG2130946 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '140 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850004,18 Aug 2024,TUG-GATEWAY-API-SERVER,3 - Medium,"Brown, Alice",CHG2130612,"{'summary': 'Change CHG2130612 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '79 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850005,28 Jul 2024,UFS-UK PI SECURE SITE,3 - Medium,"Doe, Jane",CHG2130840,"{'summary': 'Change CHG2130840 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '111 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850006,07 Jun 2024,UF1-UK-CLIENT-MONOREPO,3 - Medium,"Smith, John",CHG2130201,"{'summary': 'Change CHG2130201 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '194 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850007,05 Mar 2024,TUG-GATEWAY-API-SERVER,3 - Medium,"Smith, John",CHG2130818,"{'summary': 'Change CHG2130818 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '112 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850008,05 Oct 2024,UF1-UK-CLIENT-MONOREPO,2 - High,"Brown, Alice",CHG2130255,"{'summary': 'Change CHG2130255 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '56 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850009,02 Aug 2024,TUG-GATEWAY-API-SERVER,1 - Critical,"Smith, John",CHG2130972,"{'summary': 'Change CHG2130972 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '182 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850010,02 Feb 2024,TUG-GATEWAY-API-SERVER,3 - Medium,"Smith, John",CHG2130134,"{'summary': 'Change CHG2130134 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '162 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850011,02 May 2024,UFS-UK PI SECURE SITE,3 - Medium,"Brown, Alice",CHG2130501,"{'summary': 'Change CHG2130501 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '198 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850012,09 Feb 2024,TUG-GATEWAY-API-SERVER,4 - Low,"Smith, John",CHG2130930,"{'summary': 'Change CHG2130930 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '137 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850013,22 Apr 2024,UFS-UK PI SECURE SITE,2 - High,"Brown, Alice",CHG2130372,"{'summary': 'Change CHG2130372 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '173 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850014,22 Jun 2024,UF1-UK-CLIENT-MONOREPO,4 - Low,"Brown, Alice",CHG2130852,"{'summary': 'Change CHG2130852 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '56 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850015,13 Jul 2024,TUG-GATEWAY-API-SERVER,2 - High,"Smith, John",CHG2130451,"{'summary': 'Change CHG2130451 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '89 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850016,19 Aug 2024,UF1-UK-CLIENT-MONOREPO,4 - Low,"Brown, Alice",CHG2130279,"{'summary': 'Change CHG2130279 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '160 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850017,16 Jan 2024,TUG-GATEWAY-API-SERVER,4 - Low,"Brown, Alice",CHG2130331,"{'summary': 'Change CHG2130331 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '175 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850018,07 Nov 2024,UF1-UK-CLIENT-MONOREPO,3 - Medium,"Doe, Jane",CHG2130725,"{'summary': 'Change CHG2130725 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '125 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850019,23 Nov 2024,UF1-UK-CLIENT-MONOREPO,1 - Critical,"Doe, Jane",CHG2130188,"{'summary': 'Change CHG2130188 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '175 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850020,30 Oct 2024,UFS-UK PI SECURE SITE,3 - Medium,"Smith, John",CHG2130205,"{'summary': 'Change CHG2130205 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '65 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850021,07 Jun 2024,UFS-UK PI SECURE SITE,3 - Medium,"Smith, John",CHG2130185,"{'summary': 'Change CHG2130185 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '99 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850022,08 Feb 2024,UF1-UK-CLIENT-MONOREPO,4 - Low,"Brown, Alice",CHG2130373,"{'summary': 'Change CHG2130373 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '78 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850023,07 Dec 2024,UFS-UK PI SECURE SITE,1 - Critical,"Doe, Jane",CHG2130031,"{'summary': 'Change CHG2130031 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '100 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850024,23 Jul 2024,UFS-UK PI SECURE SITE,3 - Medium,"Brown, Alice",CHG2130652,"{'summary': 'Change CHG2130652 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '189 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850025,11 Aug 2024,UFS-UK PI SECURE SITE,4 - Low,"Brown, Alice",CHG2130590,"{'summary': 'Change CHG2130590 affected the UFS-UK PI SECURE SITE functionality.', 'resolution': 'Rollback of the change', 'client_impact': '170 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850026,29 Sep 2024,TUG-GATEWAY-API-SERVER,4 - Low,"Doe, Jane",CHG2130075,"{'summary': 'Change CHG2130075 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '93 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850027,20 Aug 2024,TUG-GATEWAY-API-SERVER,1 - Critical,"Brown, Alice",CHG2130051,"{'summary': 'Change CHG2130051 affected the TUG-GATEWAY-API-SERVER functionality.', 'resolution': 'Rollback of the change', 'client_impact': '153 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850028,30 Nov 2024,UF1-UK-CLIENT-MONOREPO,2 - High,"Brown, Alice",CHG2130647,"{'summary': 'Change CHG2130647 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '139 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
INC2850029,09 Nov 2024,UF1-UK-CLIENT-MONOREPO,3 - Medium,"Brown, Alice",CHG2130669,"{'summary': 'Change CHG2130669 affected the UF1-UK-CLIENT-MONOREPO functionality.', 'resolution': 'Rollback of the change', 'client_impact': '99 clients were impacted.'}","9:00 AM: Issue detected.
10:30 AM: Root cause analysis started.
12:00 PM: Change rolled back."
